,global_efficiency,local_efficiency,average_reachability,giant_component_ratio
449,0.13794099022251083,0.48079262454819327,1.0,1.0
427,0.1379812971215415,0.4813049389310006,1.0,1.0
2410,0.1379777938990775,0.48129664319054893,1.0,1.0
947,0.13794377251410284,0.48122639799607425,1.0,1.0
1507,0.13788335787424807,0.4814498026698816,1.0,1.0
2162,0.13797878714394246,0.4812793955647656,1.0,1.0
792,0.1379340887349043,0.48061331934681284,1.0,1.0
2273,0.13799646728650553,0.48133981058103054,1.0,1.0
899,0.1379936506910381,0.4809625490558661,1.0,1.0
989,0.13799378610420954,0.48128141096413196,1.0,1.0
1057,0.13797906296846935,0.4813856542802958,1.0,1.0
766,0.13747902267091716,0.4802958373625613,1.0,1.0
1419,0.13797441002919936,0.4805051444437921,1.0,1.0
1780,0.13796148053519386,0.4809679614077129,1.0,1.0
2051,0.1379242515432699,0.4802949058229575,1.0,1.0
603,0.1379908440389933,0.48094886496381567,1.0,1.0
1415,0.1379612219639805,0.4811448060657937,1.0,1.0
1199,0.13799288536211488,0.48133897440469764,1.0,1.0
41,0.13799284022439107,0.48117837545822684,1.0,1.0
1980,0.13799265967349583,0.48117837545822684,1.0,1.0
1897,0.1379932010037692,0.48200838001339674,1.0,1.0
1545,0.13797508709505593,0.48131431095384164,1.0,1.0
2399,0.137993246141493,0.4813093365991217,1.0,1.0
101,0.13800809357671914,0.4816404624269362,1.0,1.0
456,0.13790838024706273,0.4816778381817512,0.9992644355537104,0.9996320824135394
2018,0.13799368128013753,0.4812966945794892,1.0,1.0
1994,0.1379936722737471,0.48134325704327025,1.0,1.0
1540,0.1379930899971101,0.4810925766877333,1.0,1.0
1320,0.13779365277701103,0.4816817664797095,1.0,1.0
1641,0.13794906839303,0.4814888180883897,1.0,1.0
1932,0.13799293081174407,0.48148857101308756,1.0,1.0
2083,0.1380078006127897,0.4810386543747971,1.0,1.0
211,0.1380090478110865,0.481297072679573,1.0,1.0
1991,0.1379873695874045,0.48062547708524,1.0,1.0
1450,0.1380090676931792,0.48123575308182953,1.0,1.0
1449,0.137995862399434,0.48107924210854164,1.0,1.0
2342,0.13800571159455213,0.48129483028402675,1.0,1.0
194,0.13797199645027872,0.48079695959667845,1.0,1.0
1691,0.13797199645027872,0.48079695959667845,1.0,1.0
2069,0.1379914376052941,0.4813951840359625,1.0,1.0
2262,0.1379705752568038,0.4813753812567778,1.0,1.0
347,0.1379895257002792,0.4812790484341757,1.0,1.0
53,0.1379895257002792,0.4812790484341757,1.0,1.0
2325,0.13797923756002017,0.4816534696143363,1.0,1.0
2476,0.13772416772319887,0.4811007924520198,1.0,1.0
598,0.13800375068657983,0.4816404624269362,1.0,1.0
1958,0.13800326900258453,0.4816404624269362,1.0,1.0
1615,0.13797620333774474,0.4817883727293719,1.0,1.0
1316,0.13788229406084795,0.4814312353744165,1.0,1.0
1317,0.13797967749321702,0.4813018759439638,1.0,1.0
2430,0.13798769846071904,0.48128064635595713,1.0,1.0
2093,0.13793030761866332,0.4812119238910902,1.0,1.0
1670,0.13757653346505283,0.4797290021719979,1.0,1.0
323,0.1379923328130483,0.4812845983496399,1.0,1.0
2311,0.1379923860110798,0.48123411130828586,1.0,1.0
1107,0.13799258913083684,0.48125492046589546,1.0,1.0
1478,0.1379925891308368,0.4814272508648198,1.0,1.0
385,0.13800426030465038,0.48187055691751624,1.0,1.0
1971,0.13798709203923346,0.48140049439328336,1.0,1.0
2596,0.13798051253319585,0.4816538578390623,1.0,1.0
2595,0.13799704952631678,0.48170178202467956,1.0,1.0
1083,0.1379580787486148,0.48157677034475627,1.0,1.0
2677,0.13799693668200744,0.48170178202467956,1.0,1.0
2676,0.13800910158405794,0.4816404624269362,1.0,1.0
2608,0.13799669293829928,0.48166499026603354,1.0,1.0
888,0.13741166406303448,0.48157063838498193,0.9955947351236569,0.9977924944812362
2731,0.1379874667371857,0.48166499026603354,1.0,1.0
2630,0.13800898873974843,0.4817937614212948,1.0,1.0
2814,0.13800910158405794,0.4816404624269362,1.0,1.0
748,0.137986979249769,0.4808003839378511,1.0,1.0
358,0.13799671099338878,0.4808003839378511,1.0,1.0
2760,0.13800914672178172,0.48130320463934734,1.0,1.0
2200,0.13797720483835357,0.48077597633325914,1.0,1.0
791,0.13799170968399035,0.4812787970347553,1.0,1.0
982,0.13799167928329006,0.4811559717620578,1.0,1.0
2157,0.1379925394793408,0.4812846076535004,1.0,1.0
2192,0.13749234885952494,0.4810201975009647,1.0,1.0
1586,0.1379929502326273,0.48127847569372606,1.0,1.0
2254,0.137982802675105,0.48128929510417484,1.0,1.0
1547,0.1379332239351807,0.48095343289566633,1.0,1.0
1800,0.1379836893924748,0.4817187179135801,1.0,1.0
1735,0.13801056354825916,0.4816404624269362,1.0,1.0
1730,0.1380176503593996,0.4816404624269362,1.0,1.0
1746,0.13800555850669458,0.48169535806682073,1.0,1.0
1021,0.13797212387373733,0.4815032233272247,1.0,1.0
2404,0.13800979395006843,0.48171404594422834,1.0,1.0
263,0.13800953720239664,0.48171404594422834,1.0,1.0
2173,0.13801930190256742,0.4816404624269362,1.0,1.0
919,0.1380105364656249,0.4816404624269362,1.0,1.0
1313,0.13798232416196166,0.48169010210129987,1.0,1.0
2467,0.13789350496166825,0.4812613019348689,1.0,1.0
2269,0.1380105725758039,0.4816404624269362,1.0,1.0
2409,0.13798961823247471,0.48169010210129987,1.0,1.0
1489,0.1380100918590455,0.4817937614212948,1.0,1.0
2187,0.1379879348103195,0.48108486307166803,1.0,1.0
2480,0.13799818248413662,0.48126152191278604,1.0,1.0
1828,0.13795346609856424,0.48067526177929226,1.0,1.0
1470,0.13795641161685976,0.48173244182355135,1.0,1.0
112,0.13800794977117964,0.48169535806682073,1.0,1.0
1378,0.13796761188776172,0.4813450333649509,1.0,1.0
1652,0.13789454447537894,0.4814175548327997,1.0,1.0
2122,0.13799628036144354,0.4816404624269362,1.0,1.0
364,0.1380186913229329,0.4816404624269362,1.0,1.0
238,0.13802563240522356,0.4816404624269362,1.0,1.0
1252,0.13801763314092172,0.4816404624269362,1.0,1.0
318,0.1379939487090407,0.4817079139844539,1.0,1.0
884,0.13793486841364502,0.48146044560784657,1.0,1.0
2198,0.13801818151691833,0.4816404624269362,1.0,1.0
1290,0.13800852491893226,0.4817079139844539,1.0,1.0
321,0.13800834888180946,0.4817000300361726,1.0,1.0
1418,0.1379465424168655,0.4814183492173321,1.0,1.0
1964,0.13801812283787745,0.4816404624269362,1.0,1.0
860,0.13800083705757807,0.4817000300361726,1.0,1.0
351,0.1380180119280419,0.4818857408179099,1.0,1.0
602,0.138000401478544,0.48143241379173524,1.0,1.0
2302,0.1380180119280419,0.4818857408179099,1.0,1.0
433,0.13800072140024022,0.48143241379173524,1.0,1.0
1725,0.13801770131120994,0.4816404624269362,1.0,1.0
1739,0.13799981823767668,0.48168474880308415,1.0,1.0
2116,0.13795102006090806,0.4814468146063568,1.0,1.0
2220,0.13800777222296284,0.48168474880308415,1.0,1.0
68,0.13800901434082313,0.4816404624269362,1.0,1.0
1093,0.13798766444065735,0.48169934870730885,1.0,1.0
1702,0.13793361681634758,0.48121375589279763,1.0,1.0
1206,0.13794004582741293,0.4813500194874867,1.0,1.0
2194,0.1378868175238206,0.4808460816380742,1.0,1.0
1975,0.13797811615907088,0.48117618547259305,1.0,1.0
834,0.138007997916359,0.4818857408179099,1.0,1.0
12,0.1380201380978917,0.4816404624269362,1.0,1.0
1385,0.13801569508111422,0.4816404624269362,1.0,1.0
615,0.1379941065250624,0.48169535806682073,1.0,1.0
1855,0.13794239767098312,0.4813375144142752,1.0,1.0
38,0.13800675924188674,0.48169535806682073,1.0,1.0
2241,0.13800683855531565,0.4817079139844539,1.0,1.0
2114,0.13786199915326885,0.4814051849703563,1.0,1.0
1229,0.13797597284496518,0.4816404624269362,1.0,1.0
1784,0.1379322969464722,0.4817079139844539,1.0,1.0
1259,0.13800666361195774,0.4816404624269362,1.0,1.0
21,0.13802626916695024,0.4816404624269362,1.0,1.0
2014,0.13803583427138855,0.4816404624269362,1.0,1.0
697,0.13803582943520387,0.4816404624269362,1.0,1.0
179,0.13802625412104227,0.4816404624269362,1.0,1.0
648,0.13800663652932343,0.4816404624269362,1.0,1.0
1126,0.13797592975895615,0.4816404624269362,1.0,1.0
276,0.13793222923988657,0.4817079139844539,1.0,1.0
1873,0.13800623231269676,0.4817079139844539,1.0,1.0
1326,0.13785327825399557,0.4814051849703563,1.0,1.0
722,0.13801690305145117,0.4816404624269362,1.0,1.0
1413,0.13800741825265417,0.4816404624269362,1.0,1.0
1260,0.13797668204574265,0.4816684942430475,1.0,1.0
2160,0.13777200668003353,0.48114738666498436,1.0,1.0
2193,0.13800146436953342,0.48117618547259305,1.0,1.0
342,0.13762554709545052,0.48114737200007096,1.0,1.0
341,0.1379949863563951,0.48166674225454054,1.0,1.0
633,0.13800611401360013,0.48170178202467967,1.0,1.0
1935,0.1379479417058163,0.4816007506874452,1.0,1.0
265,0.1379927011304631,0.48170178202467967,1.0,1.0
732,0.13801613931374057,0.4816404624269362,1.0,1.0
1678,0.1380225927635644,0.4816404624269362,1.0,1.0
1106,0.13801262400570002,0.4816404624269362,1.0,1.0
2,0.13798515996847094,0.4816778381817512,1.0,1.0
790,0.1377259846739151,0.48137619088783024,1.0,1.0
789,0.1380028500864556,0.4811208518355817,1.0,1.0
1388,0.13800130189184165,0.48081834182004735,1.0,1.0
1356,0.13798470061000578,0.4816087806347687,1.0,1.0
832,0.13801328543248972,0.4818857408179099,1.0,1.0
2225,0.13802895982776145,0.4816404624269362,1.0,1.0
1608,0.13803281051294908,0.4818857408179099,1.0,1.0
1204,0.1380249675648141,0.48102726644950183,1.0,1.0
126,0.1380271214087053,0.48102726644950183,1.0,1.0
1755,0.1379890540419479,0.4810885860472453,1.0,1.0
2088,0.13793701743219314,0.48170178202467967,1.0,1.0
1756,0.13783385877366824,0.48184792706596813,1.0,1.0
1465,0.13797524712107695,0.4816404624269362,1.0,1.0
833,0.13800410909412694,0.4816404624269362,1.0,1.0
872,0.1380248823416277,0.4816404624269362,1.0,1.0
622,0.13803835988706564,0.4816404624269362,1.0,1.0
1215,0.13804501098900931,0.4816404624269362,1.0,1.0
1956,0.1380450564296053,0.4816404624269362,1.0,1.0
1706,0.13802512961608937,0.4816404624269362,1.0,1.0
2161,0.13803849998987075,0.4816404624269362,1.0,1.0
1019,0.13800448915736882,0.4816404624269362,1.0,1.0
1018,0.13797581035058623,0.4816404624269362,1.0,1.0
189,0.13793787432971794,0.4816404624269362,1.0,1.0
1190,0.1378887113496604,0.48168543013194803,1.0,1.0
1668,0.13796311633157501,0.4809956431172192,1.0,1.0
1192,0.1377788034691136,0.4812074425402739,1.0,1.0
1904,0.1379976511821709,0.48173039783695987,1.0,1.0
2348,0.13800036479658806,0.48176310162242303,1.0,1.0
2243,0.13797414255760665,0.48127998694955004,1.0,1.0
1157,0.1379802552948548,0.4815252691826038,1.0,1.0
2446,0.13800976190628733,0.4818857408179099,1.0,1.0
800,0.13801922901858787,0.4816404624269362,1.0,1.0
373,0.13800986572305204,0.4816404624269362,1.0,1.0
1324,0.13798056223137645,0.48168776611662395,1.0,1.0
2438,0.13799750222768256,0.48134131038937356,1.0,1.0
360,0.13790301849862688,0.48058859100729523,1.0,1.0
1822,0.1379918887948363,0.48092683168936523,1.0,1.0
2092,0.1379920242080077,0.4812667174597145,1.0,1.0
2096,0.13725087488386506,0.48053773595345056,1.0,1.0
2394,0.13799469656680383,0.4816448077441481,1.0,1.0
1135,0.13800597696240985,0.48170178202467956,1.0,1.0
771,0.13782228267451938,0.4810574621853703,0.9985294125609083,0.9992641648270787
384,0.13800593182468604,0.4812480170013781,1.0,1.0
306,0.13797447665109594,0.4810574621853703,1.0,1.0
320,0.13800599953127174,0.48170178202467956,1.0,1.0
1602,0.1380026089277967,0.48164770928848766,1.0,1.0
308,0.13735725174056015,0.4813498717217092,1.0,1.0
1985,0.1379886634321519,0.4815089040172321,1.0,1.0
2145,0.13801391402231208,0.4818857408179099,1.0,1.0
1950,0.13801997443513614,0.4816404624269362,1.0,1.0
1191,0.13800770550692848,0.48168543013194803,1.0,1.0
1977,0.13800599953127174,0.48170178202467956,1.0,1.0
164,0.13698986244575728,0.4818410651109825,0.9861168640535097,0.993009565857248
162,0.13802759110574536,0.4812112252427322,1.0,1.0
1779,0.13718936380583951,0.4810850820702314,0.9882959432687008,0.9941133186166299
1684,0.13802759110574536,0.4812112252427322,1.0,1.0
707,0.13730822166238835,0.48052094177099175,0.9897391873108974,0.9948491537895512
1469,0.1380331537291255,0.48130583262210774,1.0,1.0
1850,0.13793710954161795,0.48139168005894856,0.9985294125609082,0.9992641648270787
454,0.13799375681844767,0.4818857408179099,0.9992644355537104,0.9996320824135394
2304,0.1380462208852873,0.4816404624269362,1.0,1.0
1849,0.13803760497086986,0.48139168005894856,1.0,1.0
859,0.1380418919976264,0.4818857408179099,1.0,1.0
906,0.13804590040744835,0.4816404624269362,1.0,1.0
242,0.13804226664073396,0.4816404624269362,1.0,1.0
243,0.13797845552088583,0.48166148628901967,0.9992644355537104,0.9996320824135394
2333,0.13804244719162914,0.4816404624269362,1.0,1.0
1770,0.1380100319984112,0.4816404624269362,1.0,1.0
311,0.13799809633174967,0.4816404624269362,1.0,1.0
1578,0.13799805119402583,0.4818857408179099,1.0,1.0
1537,0.13798150799230152,0.4811549045252395,1.0,1.0
458,0.13798168854319656,0.4811549045252395,1.0,1.0
927,0.13800002163704073,0.4812690408634617,1.0,1.0
1242,0.13800921848499326,0.4812602809209269,1.0,1.0
760,0.1380102212348988,0.481689518105131,1.0,1.0
1929,0.13801067250466603,0.48170178202467967,1.0,1.0
1657,0.13801067250466603,0.48170178202467967,1.0,1.0
526,0.13799943495836262,0.48166499026603354,1.0,1.0
847,0.1379508409036471,0.4816474230704239,1.0,1.0
730,0.13798605078986081,0.4816404624269362,1.0,1.0
2022,0.13798416306201244,0.48176310162242303,1.0,1.0
1479,0.13796684560067507,0.4816685672425686,1.0,1.0
1437,0.13800182854886495,0.4816404624269362,1.0,1.0
1461,0.13801864056001895,0.4816404624269362,1.0,1.0
1002,0.13801890601282302,0.4816404624269362,1.0,1.0
83,0.1380026696639677,0.4816404624269362,1.0,1.0
975,0.1379684302653511,0.48169068609746896,1.0,1.0
1934,0.13798967130207665,0.48169068609746896,1.0,1.0
956,0.1380098650233367,0.4816404624269362,1.0,1.0
2228,0.13800830536929065,0.48173039783695987,1.0,1.0
2442,0.13800839564473827,0.4812643688941098,1.0,1.0
201,0.13800852203036484,0.48170178202467967,1.0,1.0
1245,0.1380179572823878,0.4816404624269362,1.0,1.0
110,0.13801780832789923,0.4816404624269362,1.0,1.0
1658,0.13802377696360027,0.4816404624269362,1.0,1.0
576,0.13801381213899758,0.48166499026603354,1.0,1.0
1214,0.13802377696360027,0.4816404624269362,1.0,1.0
32,0.138015323542342,0.48166499026603354,1.0,1.0
391,0.1380158697087994,0.4816404624269362,1.0,1.0
2109,0.13799079267007788,0.4816494469833821,1.0,1.0
217,0.13797846916742645,0.4816404624269362,1.0,1.0
435,0.13800287980955148,0.4816404624269362,1.0,1.0
725,0.1380022633669802,0.4816404624269362,1.0,1.0
828,0.1379897015442847,0.48116216956453745,1.0,1.0
1944,0.13799162267224507,0.48116216956453745,1.0,1.0
2045,0.1380041127733735,0.4813163445531495,1.0,1.0
743,0.13798563332907984,0.48165978739107346,1.0,1.0
604,0.13799170631574245,0.48170178202467967,1.0,1.0
1130,0.13799170631574245,0.48170178202467967,1.0,1.0
1871,0.13799214564648377,0.4817937614212948,1.0,1.0
1965,0.1379736914781101,0.4812411696462969,1.0,1.0
595,0.1379602491430024,0.4810774171205135,1.0,1.0
294,0.13786958563958318,0.48165031736228786,1.0,1.0
402,0.13793779502153852,0.4816404624269362,1.0,1.0
2379,0.13798340191824643,0.4816404624269362,1.0,1.0
711,0.13801094576614917,0.4816404624269362,1.0,1.0
416,0.13802269204640483,0.4816404624269362,1.0,1.0
1825,0.13801951668514417,0.4816404624269362,1.0,1.0
43,0.13800117945757592,0.4816404624269362,1.0,1.0
1159,0.13796623809117312,0.4818857408179099,1.0,1.0
1383,0.1379114809922996,0.4811756722638385,1.0,1.0
2320,0.13799298074772953,0.4817876294615204,1.0,1.0
1911,0.13801137099307492,0.4816404624269362,1.0,1.0
302,0.1380091155831718,0.4816404624269362,1.0,1.0
80,0.13798595809970043,0.48175083770287436,1.0,1.0
2318,0.13798497265149906,0.4811756722638385,1.0,1.0
1747,0.1380141300385616,0.4816404624269362,1.0,1.0
1674,0.13799411580912282,0.48164770928848766,1.0,1.0
2183,0.13801389983617038,0.4816404624269362,1.0,1.0
480,0.13795584725727444,0.48164770928848766,1.0,1.0
2006,0.13800194303121077,0.4816404624269362,1.0,1.0
30,0.1380289537851228,0.4816404624269362,1.0,1.0
1976,0.13802265475364478,0.4816404624269362,1.0,1.0
2331,0.13802134245661996,0.4816404624269362,1.0,1.0
1269,0.13799899309683594,0.48174674972969145,1.0,1.0
1292,0.13799104137012147,0.48094504244343683,1.0,1.0
1216,0.138013198403759,0.48123575308182953,1.0,1.0
939,0.1380206150682489,0.4817937614212948,1.0,1.0
1759,0.13800335014790502,0.4810160245232489,1.0,1.0
1951,0.1380207730502821,0.4816404624269362,1.0,1.0
1466,0.1380039930380566,0.48165068235989345,1.0,1.0
1868,0.1378357388073549,0.4809326325248459,1.0,1.0
920,0.13801130569430242,0.48123677507512524,1.0,1.0
821,0.13797696091155698,0.48108639606161163,1.0,1.0
1906,0.13800934645501653,0.4817937614212948,1.0,1.0
2119,0.1380274184595915,0.4816404624269362,1.0,1.0
1728,0.13803288287853618,0.4816404624269362,1.0,1.0
936,0.13802613813399311,0.4816404624269362,1.0,1.0
1729,0.13800652669103977,0.481647470380964,1.0,1.0
1212,0.13787893894502448,0.48159357427298405,1.0,1.0
2383,0.13801266629634157,0.481647470380964,1.0,1.0
520,0.13802680408827425,0.4816404624269362,1.0,1.0
1648,0.13802670027150948,0.4816404624269362,1.0,1.0
843,0.13801225554305527,0.481647470380964,1.0,1.0
1249,0.13801762855488195,0.4816468639234039,1.0,1.0
836,0.13802615592211262,0.4816404624269362,1.0,1.0
2212,0.1380180167393064,0.4816468639234039,1.0,1.0
1172,0.13717341215734954,0.480754967005017,0.9941306451254965,0.9970566593083149
1223,0.13801536937083772,0.4816404624269362,1.0,1.0
651,0.13792537786059664,0.4816404624269362,0.9992644355537104,0.9996320824135394
1650,0.1378218291724688,0.48168304548092467,0.9985294125609082,0.9992641648270787
894,0.13798911972298922,0.48168304548092467,1.0,1.0
2401,0.1380045676739794,0.4816404624269362,1.0,1.0
1357,0.13797421200411827,0.48168236415206084,1.0,1.0
171,0.13799273274525917,0.48168236415206084,1.0,1.0
1027,0.13800569762241607,0.4816404624269362,1.0,1.0
2381,0.13801608330292695,0.4816404624269362,1.0,1.0
1858,0.1380066180742467,0.4816404624269362,1.0,1.0
1727,0.1379762655495963,0.4817753655419717,1.0,1.0
107,0.13796215491493946,0.4813535875815625,1.0,1.0
1237,0.1379938536654002,0.4817753655419717,1.0,1.0
775,0.1379939258857583,0.48176310162242303,1.0,1.0
356,0.13797552416928674,0.4809909259606227,1.0,1.0
1832,0.13797598908784156,0.48130584589474795,1.0,1.0
660,0.13797506452619407,0.4812775191951956,1.0,1.0
1854,0.137938981054866,0.4810895786099041,1.0,1.0
2400,0.13798622727173496,0.48176310162242303,1.0,1.0
1381,0.13800630449295048,0.4816404624269362,1.0,1.0
2436,0.13800229379200254,0.4816404624269362,1.0,1.0
808,0.13796624627512558,0.48085123322157813,1.0,1.0
19,0.13791552294407589,0.4809125528193216,1.0,1.0
901,0.13797360187349733,0.4817385737833257,1.0,1.0
2131,0.13747663245661185,0.48151951188104736,1.0,1.0
1382,0.13798773925727262,0.48132160051867035,1.0,1.0
406,0.13792174635577142,0.48165054963349135,1.0,1.0
357,0.13797644950047575,0.4816404624269362,1.0,1.0
348,0.13800672189101137,0.4816404624269362,1.0,1.0
407,0.13801629593873246,0.4816404624269362,1.0,1.0
1389,0.13800618638369996,0.4816404624269362,1.0,1.0
724,0.13797522350323174,0.4817079139844539,1.0,1.0
2313,0.13789618463208309,0.4814492169542338,1.0,1.0
496,0.13799337896700492,0.4817079139844539,1.0,1.0
1630,0.13800657852500295,0.4816404624269362,1.0,1.0
1810,0.1379934692424525,0.48171404594422834,1.0,1.0
756,0.1379288553928819,0.48148834469755575,1.0,1.0
887,0.1379934692424525,0.48171404594422834,1.0,1.0
977,0.1380064017355848,0.4816404624269362,1.0,1.0
921,0.13799291136168063,0.4816645522689068,1.0,1.0
922,0.13781588308304754,0.4814973966381751,1.0,1.0
720,0.138010989730236,0.48165068235989345,1.0,1.0
851,0.13801076641904833,0.4816404624269362,1.0,1.0
721,0.1377491245558395,0.481803981354252,1.0,1.0
2144,0.13794791200865725,0.4816778381817512,1.0,1.0
1100,0.13746567861191514,0.4811335006616963,1.0,1.0
1953,0.13801540247915758,0.4816404624269362,1.0,1.0
1095,0.13798836540393644,0.4816404624269362,1.0,1.0
1145,0.13803079710860372,0.4816404624269362,1.0,1.0
910,0.13803542376339362,0.4816404624269362,1.0,1.0
650,0.13802951395457147,0.4816404624269362,1.0,1.0
1870,0.1380127062349071,0.4816404624269362,1.0,1.0
2452,0.13798392426900194,0.48170178202467956,1.0,1.0
277,0.13788079162099534,0.48147373152069095,1.0,1.0
858,0.13798652628535935,0.48170178202467956,1.0,1.0
1908,0.1380302378517556,0.4816404624269362,1.0,1.0
844,0.13801447193221503,0.4816404624269362,1.0,1.0
845,0.1380348329231357,0.4816404624269362,1.0,1.0
2299,0.1380285025702908,0.4816404624269362,1.0,1.0
2488,0.1380107944964706,0.48170178202467967,1.0,1.0
2460,0.13798013288457697,0.4815467310418141,1.0,1.0
1710,0.1380226300266118,0.48170178202467967,1.0,1.0
2474,0.138014134447261,0.4816755021970753,1.0,1.0
959,0.13777438501991562,0.48145419011042107,1.0,1.0
1815,0.1380114425081189,0.48094937034511576,1.0,1.0
1173,0.13801806187703017,0.4813292598530405,1.0,1.0
1141,0.1379808844096873,0.4810488812043222,1.0,1.0
1028,0.137983656484447,0.4813313249397266,1.0,1.0
1454,0.13798356620899935,0.48134981815174444,1.0,1.0
1459,0.13798199595356644,0.48133893854528376,1.0,1.0
1831,0.13798181540267138,0.48100867334340247,1.0,1.0
827,0.13796196972001334,0.48141403927409093,1.0,1.0
2191,0.13798326779010006,0.48144037329196854,1.0,1.0
716,0.13796269192359423,0.4814028510627174,1.0,1.0
855,0.1379831775146526,0.48175942101719715,1.0,1.0
1909,0.13798374173619973,0.4813388527388291,1.0,1.0
461,0.13798119117947674,0.48173509856369884,1.0,1.0
999,0.13799724322876974,0.48170616199594696,1.0,1.0
2027,0.13800976696572,0.4816404624269362,1.0,1.0
1484,0.1379978053986026,0.4817105419672144,1.0,1.0
2344,0.1379978956740502,0.4813268564841912,1.0,1.0
1103,0.13788819593857782,0.4815761078187994,0.9992644355537104,0.9996320824135394
1090,0.13798157569888717,0.4812868911218581,1.0,1.0
1654,0.13798173368092032,0.4813372879137848,1.0,1.0
2143,0.13800861058022448,0.48143129446574473,1.0,1.0
816,0.13800861058022448,0.48140829961659093,1.0,1.0
2042,0.13800836232274358,0.48123813773285296,1.0,1.0
325,0.13800856544250065,0.4812534676322887,1.0,1.0
359,0.13801831068862555,0.48118669740363484,1.0,1.0
1246,0.1380005938694022,0.48100818924131505,1.0,1.0
463,0.1380180263209655,0.4812480170013782,1.0,1.0
2028,0.13786365635375777,0.48189630141529904,0.9985294125609083,0.9992641648270787
1154,0.1379849729476551,0.48174674972969145,1.0,1.0
223,0.1379834732028174,0.481316835640837,1.0,1.0
1071,0.1379835183405411,0.481682178335098,1.0,1.0
840,0.13798090246477684,0.48134420774367015,1.0,1.0
929,0.13798288922318266,0.48136036887973455,1.0,1.0
917,0.13798218958846417,0.48138057494298697,1.0,1.0
221,0.13798384333215252,0.4817120019576368,1.0,1.0
14,0.13798199595356644,0.48130070984869555,1.0,1.0
335,0.13798195081584266,0.48131724359988337,1.0,1.0
2485,0.13799738741632622,0.48134408437117626,1.0,1.0
91,0.13798158971405258,0.48058252006879254,1.0,1.0
470,0.13799695860795003,0.48097589425317017,1.0,1.0
1683,0.1379971842965691,0.48135590542696344,1.0,1.0
1318,0.13799665167142813,0.48088469351811364,1.0,1.0
1782,0.13800946861494567,0.48135430430413356,1.0,1.0
1812,0.1379968909013643,0.48092024915153536,1.0,1.0
597,0.1379581091113788,0.4805463945268288,1.0,1.0
1711,0.1379972520031548,0.4813407263932046,1.0,1.0
849,0.13799435856758868,0.4808752908935203,1.0,1.0
1271,0.13799594945741078,0.4813209091702644,1.0,1.0
1303,0.1379958735665125,0.48115790123959645,1.0,1.0
2206,0.1373198809416886,0.48115790123959645,0.9912089625698846,0.9955849889624724
2066,0.13741758738341142,0.4818857408179099,0.9919385710286693,0.9959529065489331
1966,0.13750243056172334,0.4816404624269362,0.9926687209408318,0.9963208241353937
1912,0.13757771909572328,0.4818857408179099,0.99339941230642,0.9966887417218543
245,0.1376454404398224,0.48102726644950183,0.9941306451254965,0.9970566593083149
469,0.1377643784660509,0.48102726644950183,0.9955947351236569,0.9977924944812362
474,0.13803670395241932,0.48102726644950183,1.0,1.0
1861,0.13782168043831722,0.4818857408179099,0.9963275923028522,0.9981604120676968
212,0.13787467772380038,0.4816404624269362,0.9970609909355348,0.9985283296541575
1867,0.13792408065731268,0.4816404624269362,0.9977949310215336,0.9988962472406181
1153,0.1379704159661609,0.4816404624269362,0.9985294125609082,0.9992641648270787
1439,0.13801412731795135,0.4816404624269362,0.9992644355537104,0.9996320824135394
149,0.1380556745609025,0.4816404624269362,1.0,1.0
607,0.1380313869620325,0.4816404624269362,1.0,1.0
1149,0.13796141287596433,0.4816404624269362,0.9992644355537104,0.9996320824135394
1785,0.13788382267962745,0.4816404624269362,0.9985294125609082,0.9992641648270787
1472,0.13779605775585502,0.48165913703170354,0.9977949310215336,0.9988962472406181
853,0.13801719809600171,0.48134408437117626,1.0,1.0
1726,0.1380244147876282,0.4813565526893841,1.0,1.0
1922,0.13803561742275952,0.4811499056449888,1.0,1.0
1247,0.13799608815821068,0.4813387700060385,1.0,1.0
491,0.13804769676246342,0.4816404624269362,1.0,1.0
708,0.13799572705642021,0.4809674068421809,1.0,1.0
2435,0.13800846967627362,0.4819286645363303,1.0,1.0
2352,0.13799530276181646,0.4814646309137243,1.0,1.0
1169,0.13797866436039194,0.4813147900576816,1.0,1.0
1992,0.13805695772785287,0.4816404624269362,1.0,1.0
1032,0.13801675507370245,0.4816404624269362,0.9992644355537104,0.9996320824135394
1133,0.13804958238533624,0.48102726644950183,1.0,1.0
647,0.13798093908672926,0.4813689682632739,1.0,1.0
6,0.138007790711,0.48092020048518797,1.0,1.0
199,0.138007790711,0.48092020048518797,1.0,1.0
2263,0.13799961142536854,0.4818857408179099,1.0,1.0
799,0.13794670227551536,0.4817937614212947,0.9992644355537104,0.9996320824135394
2420,0.13802490593764735,0.4816404624269362,1.0,1.0
2319,0.13798382618054592,0.48118567541033913,1.0,1.0
1974,0.13798302735030518,0.48118567541033913,1.0,1.0
632,0.13798716202568895,0.4818857408179099,1.0,1.0
2258,0.13795459503867236,0.48164883428901284,1.0,1.0
3,0.13796706852708313,0.4811568232873561,1.0,1.0
2347,0.1380248120847711,0.4812480170013782,1.0,1.0
2450,0.13803097763433742,0.4818857408179099,1.0,1.0
839,0.13803056688105136,0.48166499026603354,1.0,1.0
1304,0.13803056688105136,0.48166499026603354,1.0,1.0
1273,0.1380358976742331,0.4816936060783138,1.0,1.0
1025,0.13803578031615138,0.48129911666616443,1.0,1.0
